#DB,#Model,#Mment,#Shots,#Temp,#Deviation
test_8mm_CEA.db,standard,Pyro-sq_21607 (C),42,300.0,0.0095166614418272
test_8mm_CEA.db,standard,Pyro-sq_21607 (C),43,300.0,0.0078132773291195
test_8mm_CEA.db,standard,Pyro-sq_21607 (C),44,300.0,0.0077073971429244
test_8mm_CEA.db,standard,Pyro-sq_21607 (C),45,300.0,0.0068526304807664
Thickandslowsamples.db,standard,R302,1,23.0,0.0023822739345723
Thickandslowsamples.db,standard,R302,2,23.0,0.0142610016034706
Thickandslowsamples.db,standard,R302,3,23.0,0.0191973602872234
Thickandslowsamples.db,standard,R302,4,23.0,0.0183546429666735
Thickandslowsamples.db,standard,R302,5,23.0,0.0129202613284108
Thickandslowsamples.db,standard,R302,6,63.0,0.0366412111666769
Thickandslowsamples.db,standard,R302,7,63.0,0.0207893999966763
Thickandslowsamples.db,standard,R302,8,63.0,0.0207865892721121
Thickandslowsamples.db,standard,R302,9,63.0,0.0193253909518014
Thickandslowsamples.db,standard,R302,10,63.0,0.0204615695609404
Thickandslowsamples.db,standard,R302,11,63.0,0.0336804805105636
Thickandslowsamples.db,standard,R302,12,63.0,0.0213130497236668
Thickandslowsamples.db,standard,R302,13,63.0,0.0198028493319958
Thickandslowsamples.db,standard,R302,14,63.0,0.0196104241004464
Thickandslowsamples.db,standard,R302,15,63.0,0.0201917199822528
Thickandslowsamples.db,standard,R024,1,23.0,0.0201126869239354
Thickandslowsamples.db,standard,R024,2,23.0,0.0099431422368492
Thickandslowsamples.db,standard,R024,3,23.0,0.0066387477573317
Thickandslowsamples.db,standard,R024,4,23.0,0.0157692834805809
Thickandslowsamples.db,standard,R024,5,23.0,0.01161735526409
Thickandslowsamples.db,standard,R024,6,63.0,0.0039797082627175
Thickandslowsamples.db,standard,R024,7,63.0,0.0076637584747383
Thickandslowsamples.db,standard,R024,8,63.0,0.0203410874802487
Thickandslowsamples.db,standard,R024,9,63.0,0.0210965252853378
Thickandslowsamples.db,standard,R024,10,63.0,0.0221145566855737
Thickandslowsamples.db,standard,R024,11,63.0,0.0347989904461885
Thickandslowsamples.db,standard,R024,12,63.0,0.0197544367357015
Thickandslowsamples.db,standard,R024,13,63.0,0.0202172248634027
Thickandslowsamples.db,standard,R024,14,63.0,0.0179389491602354
Thickandslowsamples.db,standard,R024,15,63.0,0.0189318884503645
